Gender,First Name,Last Name,City,State,Country,Age,Annual Vacation Days,Average Monthly Spend on Entertainment,Number of Online Purchases in Last Month,Number of Charity Donations in Last Year,Average Weekly Exercise Hours,Investment Portfolio Value,Health Consciousness Rating,Education Level,Average Daily Screen Time,Environmental Awareness Rating,Social Media Influence Score,Risk Tolerance in Investments,Number of Professional Trainings Attended,Tech-Savviness Score,Financial Wellness Index,Lifestyle Balance Score,Entertainment Engagement Factor,Social Responsibility Index,Work-Life Balance Indicator,Investment Risk Appetite,Eco-Consciousness Metric,Stress Management Score,Time Management Skill,Lifestyle Choice
male,Ratimir,Radovanović,Čoka,West Bačka,Serbia,52,23.7729,6.5974,140.4787,2.2957,0.12,12.7061,0.8751,10.1822,4.6942,0.6272,4.831,3.622,3.2458,13.8055,98.7896,27.8355,1.4634,0.1166,0.0437,7.4679,0.0144,3.3612,28.2424,Health-Conscious
female,Elena,Rakić,Lapovo,Prizren,Serbia,28,23.7521,87.0943,122.6334,0.0561,3.2941,9.7075,3.3086,2.3444,4.1026,0.4863,9.0436,10.4019,3.3613,13.018,104.8068,24.9732,1.9548,0.0857,0.3247,7.0106,0.0,2.6055,35.4404,Fitness Enthusiast
female,Adrijana,Živković,Bojnik,Podunavlje,Serbia,39,10.2862,25.866,130.1428,0.0,0.0624,12.9253,0.7475,4.0535,1.9956,6.1151,3.9969,4.0858,2.257,25.0198,98.7692,6.5481,2.0624,0.0,0.0357,0.6551,0.0142,3.2591,12.9948,Digital Nomad
female,Jadranka,Stevanović,Ljubovija,South Bačka,Serbia,34,4.7904,10.1854,130.4712,0.4394,0.1296,17.7822,5.0563,8.3835,3.9961,0.5723,2.152,4.3497,4.2584,13.1059,104.8065,5.7502,1.6534,0.1272,0.6203,0.6746,0.043,3.2377,68.8861,Health-Conscious
female,Tina,Šotra,Belgrade,Mačva,Serbia,34,7.5846,74.1677,98.6993,0.2139,0.0522,130.6332,0.6665,6.4097,1.4624,1.5278,4.3507,10.3988,3.9235,12.3313,94.0064,5.7702,1.9887,0.0689,0.1368,6.8429,0.0141,2.8586,40.4619,Travel Enthusiast
female,Verica,Spasojević,Bela Palanka,Pčinja,Serbia,22,33.2495,19.3784,112.5211,0.0,0.4836,12.8906,0.4818,7.8845,3.2183,0.9218,11.3815,5.2376,4.8576,13.1989,97.8852,35.7775,1.2183,0.0995,0.5858,8.3432,0.0,1.8521,90.5433,Travel Enthusiast
female,Kaća,Vuksanović,Pančevo,Podunavlje,Serbia,50,3.8186,27.568,153.6888,0.0,0.0,10.4736,0.7239,5.5603,1.6604,4.279,4.0074,9.6966,2.3498,22.4422,93.524,0.0,1.9721,0.0,0.0,8.0671,0.0,2.8111,13.9166,Tech-Savvy
female,Eleonora,Vujčić,Lapovo,Raška,Serbia,31,41.4821,23.4283,114.3511,1.5794,0.0,6.7903,3.4946,9.1996,5.9605,0.645,3.8606,4.4185,0.0,12.7545,95.129,46.6023,1.9338,0.2109,0.1162,0.7746,1.5579,5.784,0.0,Health-Conscious
male,Petko,Babić,Majdanpek,Bor,Serbia,34,12.772,12.3247,129.4864,0.0,0.0492,8.9648,0.6189,5.8996,7.2887,0.5958,9.8812,2.6121,2.6291,15.1864,101.1084,15.3386,1.968,0.0,0.0033,6.025,0.012,3.4398,19.0651,Social Media Influencer
male,Slavko,Erceg,Koceljeva,Kosovo,Serbia,19,34.3048,26.8839,104.9922,0.0808,0.0,10.9634,0.556,2.8704,3.2654,0.6054,4.4184,6.8196,1.8574,12.3103,93.3648,33.7462,0.9878,0.2064,0.0,0.3681,0.191,0.9336,6.8536,Travel Enthusiast
female,Mirna,Tadić,Dečan,Raška,Serbia,68,5.985,34.2259,180.6004,0.3489,0.0317,0.0,0.7591,3.3168,1.7533,2.2352,4.3413,12.0168,3.8855,14.0107,19.8702,2.4624,1.9577,0.2177,0.9708,3.513,0.0099,2.5698,42.1576,Sustainable Investor
female,Jasmina,Uzelac,Kula,Srem,Serbia,41,12.7837,9.6584,128.7557,0.0,0.5328,102.8663,0.677,6.2897,10.3276,0.8198,2.6337,8.1962,5.4366,13.1599,143.4766,13.6148,1.6278,0.0,0.8774,0.0,0.0,2.115,98.6123,Investor
female,Anđela,Isaković,Svilajnac,Jablanica,Serbia,23,16.8898,35.9644,155.4757,1.5467,0.0379,17.136,1.9965,7.7484,0.0,0.632,9.5045,3.5999,2.3748,12.2426,95.1823,17.047,2.0696,0.0271,0.7318,0.7697,0.009,5.4783,3.8806,Health-Conscious
female,Melina,Radović,Despotovac,Pirot,Serbia,23,31.7824,13.4974,178.5014,0.0546,0.5095,6.5764,0.8783,7.7707,5.4625,2.1132,3.1674,2.9337,4.4996,18.9459,92.6107,35.3918,1.3316,0.1481,0.6138,8.1317,0.0,1.7414,94.6034,Travel Enthusiast
female,Jasmina,Tomašević,Vrbas,Central Banat,Serbia,29,21.2918,15.3595,138.5739,0.0,0.0158,0.0,0.6986,2.1801,1.0724,0.5525,3.207,7.5771,2.1451,12.4755,327.956,18.0472,1.8278,0.0,0.2386,5.21,0.0036,3.037,7.155,Investor
male,Gligorije,Perišić,Smederevo,Peć,Serbia,34,4.7879,8.656,104.332,0.0,2.9528,13.1319,4.0829,4.9667,2.1657,0.7443,10.179,5.6693,4.7184,11.3183,99.2846,4.394,1.4812,0.0,0.3738,5.8003,0.0,2.2548,83.5065,Adventure Seeker
female,Tatiana,Zeljković,Bačka Palanka,South Banat,Serbia,33,24.8267,7.5666,170.9861,0.0498,0.0264,3.728,0.7358,3.3747,3.9263,0.5353,4.233,6.7408,3.4661,14.7888,17.6401,25.7578,1.4061,0.028,0.0146,2.4967,0.0084,1.8779,31.519,Sustainable Investor
female,Angelina,Damjanović,Kovin,Podunavlje,Serbia,30,28.4649,10.3992,117.005,0.0,0.1068,8.9017,0.6982,4.1105,4.093,0.4846,2.8677,19.886,1.4103,12.4475,22.7814,27.9659,1.7255,0.0,0.0,6.8469,0.0071,2.8744,3.375,Investor
female,Vera,Živanović,Novi Sad,Kolubara,Serbia,42,12.9009,6.8368,115.2964,2.978,0.0,6.1397,1.033,7.2949,9.1157,1.1135,2.7266,9.2636,0.0,13.3095,65.4253,16.0332,1.6795,0.0,0.0603,1.5127,0.0206,2.962,0.0,Investor
female,Vlatka,Ognjanović,Požega,North Bačka,Serbia,22,20.8714,9.1035,121.1979,0.0,1.338,14.4484,0.8066,4.8046,5.3001,5.7666,1.0876,6.3901,1.8133,13.0032,99.2931,20.1632,1.1733,0.1429,0.4317,3.1394,0.0187,1.3209,7.9551,Eco-Friendly
female,Olja,Jeremić,Kraljevo,South Bačka,Serbia,45,20.6694,39.4041,130.7955,0.0,0.364,33.8833,0.7347,1.7577,5.6696,0.5679,6.0294,5.8005,2.6055,14.2864,96.3529,20.0246,1.7896,0.0047,0.0008,0.1103,0.9596,2.9712,18.3889,Travel Enthusiast
female,Tanja,Anđelković,Titel,Prizren,Serbia,51,1.4876,45.0249,119.5666,0.0,3.0768,18.1449,0.1609,6.1447,1.7942,0.9648,13.6576,4.7681,2.6492,11.7637,103.812,0.0,2.3501,0.0,0.0,3.7069,0.0057,3.2027,12.4403,Fitness Enthusiast
male,Djoko,Vuksanović,Ivanjica,Peć,Serbia,36,38.3213,19.5534,120.4341,0.0,0.3381,15.3417,0.6982,8.6596,3.8472,2.1088,12.6052,0.7791,2.9587,16.177,90.7753,42.9401,1.8526,0.073,0.3857,7.4211,0.0,3.1383,21.7779,Social Media Influencer
male,Vlastimir,Kitić,Leskovac,South Banat,Serbia,31,7.8684,8.3123,152.9374,0.0264,1.5824,13.3217,0.8653,1.4158,2.2881,0.8287,1.349,13.3994,3.1399,13.4857,101.2453,4.3102,1.1978,0.0968,0.0266,7.5283,0.0,1.1263,20.806,Adventure Seeker
female,Sanja,Srećković,Odžaci,West Bačka,Serbia,48,39.4358,69.7959,130.6403,0.0,0.0008,9.1166,0.7183,2.7271,2.8487,0.5998,9.318,7.7585,2.5325,13.8029,101.6325,38.298,2.0372,0.0,0.0181,0.3269,0.0,4.0425,12.2767,Travel Enthusiast
female,Gorana,Pantelić,Dečan,Srem,Serbia,21,20.8251,42.9945,131.8274,0.0,0.0678,14.2814,0.6233,10.7678,3.8765,1.5832,6.1324,5.1673,2.5995,17.5232,100.2488,21.7383,2.401,0.0,0.0,3.2094,0.0848,5.4741,19.1718,Digital Nomad
female,Dijana,Šarić,Novi Pazar,Central Banat,Serbia,46,14.1613,6.9669,145.372,0.0,3.2303,14.4123,1.1689,5.0626,1.7018,0.5676,2.8289,5.671,5.5181,12.8685,100.7788,12.9246,1.6873,0.0427,0.0231,1.7366,0.3813,2.5268,91.4911,Adventure Seeker
male,Dragoje,Damjanović,Šabac,Peć,Serbia,62,3.9556,10.6548,112.802,3.1231,0.0726,183.3844,0.8765,3.6122,1.2722,3.7417,4.075,4.5439,5.7656,13.0872,93.5077,3.0633,1.9044,0.0,0.7586,3.0333,0.0,2.6337,96.1198,Eco-Friendly
male,Pavle,Vrhovac,Štrpce,West Bačka,Serbia,47,1.6741,49.6832,120.7984,1.143,0.1106,15.4291,0.9681,10.6626,3.0324,0.6494,11.5954,5.3469,5.6887,14.1453,96.0883,0.5072,2.2419,0.2818,0.3753,0.0,0.0293,3.7588,100.2156,Travel Enthusiast
male,Veljko,Katić,Vladimirci,Pomoravlje,Serbia,39,0.4817,8.0254,168.5551,0.5927,0.051,297.6212,0.7151,5.9702,2.7663,5.7764,3.3331,4.3135,1.7734,14.4751,101.9194,1.9056,1.748,0.1054,0.0245,0.8507,0.0136,2.2442,7.0042,Eco-Friendly
female,Ružica,Lazović,Doljevac,Kosovo-Pomoravlje,Serbia,39,33.0794,48.256,110.624,0.0,0.0371,20.6405,0.5597,8.7794,7.7039,0.6042,12.4267,4.7837,4.5425,21.2157,98.9044,38.8044,2.2991,0.0029,0.0,2.1143,0.0536,5.1018,94.7745,Tech-Savvy
female,Ljuba,Hadžić,Kosovo Polje,Toplica,Serbia,23,18.7746,6.9567,156.832,0.022,1.4048,0.2762,0.6292,4.2421,4.4018,0.8613,4.7698,23.8752,4.6415,14.0588,99.531,18.9982,1.5243,0.1235,1.0266,7.5057,0.0,2.2389,95.5134,Adventure Seeker
female,Maria,Spasojević,Kanjiža,Nišava,Serbia,37,34.0794,9.0705,157.0839,0.0382,0.0,53.5331,0.7083,6.3256,4.3193,0.6421,2.4418,14.2723,0.0,14.098,124.2676,34.4352,1.5944,0.0,0.0403,8.0463,0.0012,2.5316,0.0,Urban Professional
female,Ljuba,Stefanović,Bor,West Bačka,Serbia,31,31.9994,32.622,122.7263,0.0,0.1131,12.4398,0.7176,6.6951,4.1341,0.8796,3.2921,0.1836,2.1957,14.6134,104.9556,35.2956,1.2089,0.0752,0.69,5.552,0.027,1.511,8.4184,Travel Enthusiast
female,Milka,Aleksić,Temerin,Prizren,Serbia,40,14.8612,43.7601,103.0268,1.7674,0.0569,3.633,0.7276,2.6768,6.5661,2.2324,6.4627,12.6849,2.5748,12.1749,32.6212,17.0924,2.5795,0.0,0.0045,2.9705,0.0034,6.108,17.2626,Sustainable Investor
female,Leposava,Tošić,Sremska Mitrovica,Prizren,Serbia,28,28.2101,8.2938,65.3516,0.0,0.0248,2.3165,0.8235,7.7233,6.2054,0.6497,3.0345,6.6166,4.5958,10.0369,98.504,30.906,1.7924,0.0,0.1711,4.6566,0.0178,3.1964,95.8709,Investor
female,Eleonora,Živojinović,Sjenica,Bor,Serbia,20,30.5545,8.6865,130.491,0.0,0.0,5.1583,0.7705,6.8198,3.1891,1.1379,2.0592,6.0469,2.6608,12.8879,0.0,30.9207,1.4633,0.111,0.0194,3.9131,0.0203,2.2109,11.4847,Investor
female,Melania,Erceg,Surdulica,West Bačka,Serbia,39,22.4218,7.7084,151.3995,0.0,0.0,0.0,0.8655,1.002,0.9421,0.5594,3.2381,4.9783,2.9664,13.0696,140.5137,24.043,1.7781,0.0,0.2395,5.1039,0.0,2.9881,13.546,Budget-Conscious
female,Željka,Srećković,Žitište,Bor,Serbia,27,21.4757,19.8384,118.1386,0.0,1.1093,13.6979,0.7012,7.0481,6.4843,3.4119,3.5204,8.357,2.7488,12.9291,98.519,20.8079,1.9269,0.0,0.0725,7.2046,0.0033,3.6088,20.6612,Adventure Seeker
female,Jasna,Katić,Ražanj,Nišava,Serbia,41,26.8332,9.481,150.4516,0.0,0.8982,12.7342,0.1858,4.7802,4.8406,0.6854,15.7917,4.1549,1.1573,14.1899,98.4565,30.9079,1.5214,0.0271,0.1358,4.569,0.0,2.3126,5.0556,Fitness Enthusiast
male,Ignjat,Rađen,Titel,Pčinja,Serbia,24,7.6887,64.658,111.6927,0.0,0.2414,8.0195,0.9108,7.4167,3.4292,0.431,3.0908,8.488,4.9268,11.7879,200.213,5.8358,1.8756,0.0541,0.1804,5.4021,0.0033,2.5465,87.6259,Investor
male,Božidar,Ivanović,Žagubica,Mačva,Serbia,33,28.7672,42.945,101.5967,0.2663,0.0,0.0,0.583,7.7957,5.0235,0.6218,5.584,5.0365,2.0657,11.9374,64.39,32.427,2.3682,0.0,0.102,5.0106,1.3715,5.5953,14.3832,Urban Professional
female,Ivana,RatkovićRistić,Sremski Karlovci,Nišava,Serbia,49,12.2126,20.1583,151.2424,0.0,0.0,9.1302,0.7938,2.418,0.0,3.1846,4.0806,4.8696,3.3246,18.4433,93.8388,6.1278,1.7784,0.0,0.0119,0.8958,0.0559,2.3486,21.506,Digital Nomad
female,Olga,Sakić,Požarevac,Šumadija,Serbia,29,43.4734,12.8459,158.3884,0.0,0.4186,78.3368,0.8239,4.0746,5.1528,2.502,2.7667,15.4446,4.572,13.7653,65.8015,42.9908,1.7247,0.0,0.5924,7.0288,0.0,2.86,88.9998,Investor
female,Dragana,Mandić,Subotica,Moravica,Serbia,42,29.815,8.2409,140.8016,0.0,2.7876,12.5085,0.0353,4.1199,2.8334,0.6145,9.6844,3.8818,3.2661,13.0476,98.2737,32.374,1.0811,0.0349,0.6443,2.7855,0.0,1.9343,23.6354,Fitness Enthusiast
female,Radmila,Rađen,Priština,Toplica,Serbia,46,16.3376,7.8288,176.2741,2.2175,0.0545,1.0841,0.9913,12.1926,6.7904,1.9476,3.5964,11.2337,2.3157,15.3002,135.0542,19.9391,1.8127,0.0,0.0187,3.2395,0.0342,3.1851,13.5136,Sustainable Investor
female,Mirjana,Spasić,Kula,Peć,Serbia,29,14.4533,33.0568,97.6566,3.3791,0.0196,10.7137,5.369,0.3268,2.661,0.5767,4.1686,4.8616,4.1695,11.0188,102.6628,15.2747,2.0329,0.0,0.3179,4.5786,0.0148,5.2489,49.3776,Health-Conscious
female,Svetlana,Pavić,Sečanj,South Banat,Serbia,69,18.5792,6.6184,167.9645,0.0815,0.0,11.7534,1.1205,4.3487,4.4607,0.4677,11.5592,4.1251,3.6343,27.7574,100.9918,21.5991,1.8988,0.0,0.0152,1.07,0.0,3.5114,38.2115,Tech-Savvy
female,Borka,Krasić,Čajetina,Braničevo,Serbia,41,10.0,150.8156,104.0828,2.1343,0.0,43.6564,3.8161,12.6413,6.5159,0.5763,14.7899,5.052,1.929,12.4983,90.0702,7.4419,2.3288,0.0544,1.1118,0.1031,0.0,4.848,15.5151,Travel Enthusiast
female,Vojislava,Maksimović,Žabalj,Mačva,Serbia,69,39.8554,82.1842,167.5944,0.0,0.0,28.0309,1.0078,10.8695,4.5121,0.6145,9.7512,10.1748,2.3779,23.9177,107.51,37.2696,1.5333,0.0,0.0565,6.9985,0.0,2.3125,15.5162,Tech-Savvy
female,Mira,Ćirić,Knjaževac,Prizren,Serbia,40,10.9414,9.6911,125.9203,1.2955,0.014,8.3914,1.3503,10.5955,5.2555,0.6489,4.2885,5.7494,2.873,12.8868,89.3062,12.9366,1.9875,0.2172,0.0,1.6802,0.0979,4.8268,21.5519,Investor
female,Jasmina,Polić,Nova Crnja,South Bačka,Serbia,38,22.2481,8.3968,123.5551,0.0,0.365,16.188,0.707,4.4321,4.6143,1.4131,1.3175,6.9572,2.2037,12.7236,48.9965,21.9382,1.2407,0.0,0.6306,7.557,0.0,1.5968,9.1307,Budget-Conscious
female,Milica,Spasojević,Velika Plana,Central Banat,Serbia,37,16.8622,9.5348,148.5726,0.0,0.5575,18.0992,0.7573,10.1589,7.4292,0.7475,2.3613,6.2268,3.7562,13.9562,50.9532,16.1785,1.5908,0.1025,0.0193,5.6031,0.0015,2.1896,50.5513,Urban Professional
female,Slavica,Nenezić,Kosovo Polje,Nišava,Serbia,35,11.8763,8.5057,137.8882,0.0,0.1396,40.3741,0.6918,5.9178,9.5754,1.0532,3.387,7.1045,3.6263,13.7351,3.8607,12.5206,1.8993,0.112,0.0,5.5624,0.0175,3.0428,48.3137,Urban Professional
female,Silvija,Zdravković,Kosjerić,Central Banat,Serbia,32,18.3942,42.2194,156.5533,1.4266,0.0,307.739,0.6202,6.9195,5.2585,7.8865,4.3761,4.1107,0.0,14.5049,105.1724,22.4685,2.0791,0.1008,0.1795,2.3887,0.0221,4.2126,0.0,Eco-Friendly
male,Radenko,Simić,Čoka,North Bačka,Serbia,25,9.1254,40.9272,200.4178,0.0,1.357,8.6447,0.3988,5.1801,7.3031,1.0261,7.857,5.5214,2.2467,16.3168,106.557,9.5094,2.3314,0.0,0.0071,7.5912,0.0,3.6889,13.0832,Fitness Enthusiast
male,Kuzman,Spasojević,Prizren,Peć,Serbia,36,35.1812,19.3841,116.8971,0.1647,0.0,8.2662,0.6153,7.3243,4.9577,0.7343,6.5241,5.0161,4.4259,12.954,90.212,36.4612,1.2811,0.431,0.0,3.8552,0.3277,1.668,73.9369,Travel Enthusiast
female,Nadja,Rašić,Irig,Braničevo,Serbia,50,18.3407,8.4087,102.9816,2.8005,0.0288,2.6475,0.9037,11.3512,7.067,2.0614,2.942,13.6263,3.6133,12.2311,63.9187,22.7843,1.7668,0.0,0.4505,0.1503,0.0015,3.0125,48.9116,Sustainable Investor
female,Iva,Smiljanić,Kragujevac,Pirot,Serbia,27,12.4443,7.297,116.3454,1.5404,0.0441,4.9738,0.7179,6.7446,6.7375,4.0541,3.844,9.8767,3.3287,12.815,0.0,16.5268,1.9174,0.0268,0.1075,6.1316,0.0328,3.336,36.2166,Sustainable Investor
female,Marina,Ignjatović,Bečej,North Bačka,Serbia,49,1.297,11.148,180.1892,1.8484,0.029,69.216,0.6465,7.599,3.6213,2.1531,3.4263,4.9072,1.4956,17.8857,97.6276,0.1333,1.9306,0.0,0.045,7.4403,0.0,2.7957,5.9623,Eco-Friendly
female,Mirjana,Perić,Niš,Pomoravlje,Serbia,50,28.8015,50.799,96.5146,0.1541,0.3299,7.8414,2.5878,3.2406,4.6647,0.6943,9.3451,5.5664,0.1464,11.834,93.9709,31.1744,2.2314,0.0,0.02,0.3697,0.0706,5.2999,0.0,Fitness Enthusiast
female,Branka,Perišić,Trstenik,Srem,Serbia,25,1.9995,5.7165,94.8167,1.831,0.0559,0.0,0.7257,5.8458,4.3958,3.0927,3.122,21.5364,3.137,11.5781,126.6856,1.5593,1.7958,0.0,0.0087,7.0903,0.0102,2.3316,25.2819,Sustainable Investor
male,Veselin,Zeljković,Ražanj,Kosovska Mitrovica,Serbia,24,28.7122,21.6971,105.5469,0.1322,0.0,5.0099,0.4086,5.316,4.8141,0.5594,11.5164,17.4397,2.8345,13.1728,95.2592,32.1524,2.037,0.0908,0.0311,6.9222,0.8099,3.9292,23.3927,Social Media Influencer
female,Biljana,Trajković,Negotin,Raška,Serbia,37,2.9718,39.763,123.2151,0.0,0.4915,11.9893,0.245,8.4649,1.2256,0.4474,16.285,5.153,5.3711,11.7847,79.2221,1.6277,2.0173,0.0451,0.8601,6.3174,0.015,2.475,86.4399,Budget-Conscious
female,Irina,Nenadović,Požega,Mačva,Serbia,43,4.0017,44.2238,111.3971,0.0,4.2511,18.957,0.773,8.3517,4.1713,1.4043,3.7325,9.2746,3.2704,12.3659,102.3959,0.0,2.1242,0.0067,0.014,6.4716,0.002,3.1637,27.5912,Adventure Seeker
female,Biljana,Tomić,Raška,Jablanica,Serbia,31,24.1155,67.0464,112.7388,0.0,0.0464,6.5225,0.7676,11.3347,7.7513,0.5145,12.362,4.3822,5.9197,12.7551,103.1624,22.4784,2.1673,0.0838,0.5247,0.66,0.0,4.154,101.7249,Travel Enthusiast
female,Branka,Rajković,Čačak,Central Banat,Serbia,43,19.148,17.298,159.0349,1.53,0.0075,8.5336,3.6367,2.806,3.4525,0.6067,3.9553,4.6542,3.7573,14.157,100.5097,21.4103,1.9198,0.0,0.0025,0.5768,0.0093,5.4429,38.7731,Health-Conscious
female,Marija,Radojičić,Prokuplje,Jablanica,Serbia,23,18.9635,5.5457,84.1796,1.299,0.0278,15.0222,0.6655,1.9244,3.9878,3.4849,1.9923,11.0639,3.4847,10.8283,19.4417,20.3411,1.5401,0.0,0.77,4.8049,0.0,2.1029,37.0581,Budget-Conscious
female,Katalina,Mišković,Vlasotince,Toplica,Serbia,57,24.9783,37.6933,121.9354,0.0513,0.0,42.3151,0.8587,9.5277,3.523,0.682,6.0637,9.986,3.4202,14.1345,114.5959,23.6867,1.821,0.0,0.8669,5.3197,0.0142,3.0824,30.7722,Travel Enthusiast
female,Borka,Tadić,Prokuplje,Toplica,Serbia,52,40.3481,20.7036,126.5321,0.0,0.0503,109.1966,0.8022,2.1973,8.8699,0.3196,3.2552,5.0169,3.5095,12.9952,57.8734,43.6178,1.8853,0.0,0.8818,0.1638,0.0,3.4618,44.3264,Urban Professional
male,Mirko,Spasić,Kraljevo,Moravica,Serbia,22,0.0,8.2985,135.3015,1.333,0.0585,95.3943,1.2018,6.7683,7.1555,0.993,4.2439,4.9889,3.6285,14.5305,100.1463,0.0,1.8192,0.1187,0.0148,2.2476,0.0004,2.5636,43.9096,Eco-Friendly
female,Galina,Ćirković,Gornji Milanovac,Rasina,Serbia,36,6.7177,25.5941,140.8378,0.0,0.0822,3.1173,1.5418,10.2791,6.5745,0.5293,14.6786,7.8444,3.5382,13.8843,98.1976,2.3018,1.6205,0.3028,0.7611,8.1514,0.0253,1.9592,43.2067,Travel Enthusiast
male,Predrag,Novaković,Žitorađa,Šumadija,Serbia,52,5.1715,120.5968,164.3012,0.0805,0.0604,46.9086,0.7432,6.6782,5.1765,0.6113,4.3698,7.7895,4.8683,16.8242,104.7078,6.3705,1.8732,0.1576,0.0323,6.3258,0.0,2.6162,94.6694,Social Media Influencer
female,Ruslana,Damjanović,Varvarin,Moravica,Serbia,33,12.7737,9.4614,204.5896,0.0,2.3832,7.2433,0.8309,9.2686,9.2471,0.6741,3.0775,5.7463,2.9839,16.555,103.5757,12.2,1.7533,0.0,0.4402,5.6904,0.0,2.4217,31.7826,Urban Professional
female,Verica,Smiljanić,Vrnjačka Banja,Pirot,Serbia,31,20.3213,5.2406,139.7132,0.0336,0.0073,66.9842,0.7006,1.6688,9.3381,0.6954,5.0892,7.5062,2.0,24.7588,150.1465,24.9293,1.4849,0.0,0.5366,7.2286,0.0,2.1205,13.8138,Tech-Savvy
female,Tanja,Anđelić,Bojnik,Raška,Serbia,45,5.5966,7.7586,159.2768,0.0094,0.0201,93.9529,0.6727,7.1136,3.7847,0.6003,2.2246,5.2306,3.6304,13.8476,261.567,3.2744,1.5072,0.0572,0.0,6.2532,0.0,1.6268,29.8956,Urban Professional
male,Miloš,Ćirković,Velika Plana,Šumadija,Serbia,32,18.1694,19.1433,144.8755,0.0,0.0438,453.5054,0.815,6.3809,7.4105,3.1047,3.0923,4.7871,3.3372,14.1419,89.4597,23.9704,1.9279,0.1614,0.0172,2.7923,0.0142,3.682,39.6561,Eco-Friendly
male,Radoslav,Cvejić,Golubac,Central Banat,Serbia,25,19.4396,11.6577,107.7039,0.0,0.0602,19.2523,0.7504,6.1801,4.6118,3.8723,7.4943,3.6552,1.5206,25.2607,97.1206,20.2751,1.8266,0.0,0.0135,3.661,0.0,3.2093,6.7593,Tech-Savvy
male,Predrag,Šijan,Apatin,Kosovo,Serbia,30,31.6311,10.4999,115.032,0.0,0.0749,4.5474,0.8641,5.4037,4.5285,0.6123,3.4315,19.5428,2.8838,12.9801,108.9922,36.5583,1.8538,0.0,0.8244,6.9335,0.0,3.3851,22.5405,Budget-Conscious
female,Tanja,Vidaković,Kruševac,Central Banat,Serbia,38,14.997,6.8387,143.9172,1.4837,0.1364,0.0,0.678,9.0019,4.8772,3.0062,3.7527,13.7886,3.6317,13.7439,65.656,17.1906,1.8943,0.0,0.0123,0.0,0.6335,3.1835,43.6607,Sustainable Investor
female,Ruslana,Vidić,Krupanj,North Bačka,Serbia,40,14.965,45.9448,124.7252,0.0,0.0977,4.5605,0.6904,6.4152,3.5089,0.6974,4.9723,7.0957,3.6971,12.6321,1.4988,13.0633,2.2198,0.0,0.0846,5.363,0.0,4.0246,35.3422,Investor
female,Branka,Obradović,Malo Crniće,Braničevo,Serbia,39,25.0536,8.6124,174.6332,1.3347,0.1022,5.5128,4.3433,3.8785,3.5516,0.6161,2.8958,4.3095,5.5962,14.852,99.8007,28.2486,1.6424,0.06,0.0,1.0585,0.0009,4.2933,98.5621,Health-Conscious
female,Bratislava,Mandić,Pirot,Pčinja,Serbia,21,3.158,8.8266,175.2207,0.0,0.1492,14.2865,0.7083,12.0102,7.0337,0.4681,8.6207,4.4447,1.5136,27.6986,98.8919,3.9972,1.3879,0.0,0.0104,2.7952,0.0,1.4513,6.9679,Tech-Savvy
female,Ana,Kalinić,Medveđa,Kosovska Mitrovica,Serbia,43,24.5883,48.7802,125.8782,0.0,0.0431,11.701,0.7824,5.9876,4.4124,0.9712,4.9476,11.4948,1.6473,13.0486,118.0745,24.1491,2.2265,0.0,0.0693,6.7768,0.0088,4.7872,5.8126,Sustainable Investor
male,Ljubiša,Jović,Požarevac,Podunavlje,Serbia,48,17.9208,14.9341,121.235,0.0203,0.0187,11.7211,0.6286,8.1375,2.5367,0.5847,8.9369,0.0,3.6274,14.467,99.4929,20.1627,1.3847,0.0,0.1497,0.5631,0.0026,1.8819,31.7275,Travel Enthusiast
male,Stanislav,Kovač,Trgovište,Zaječar,Serbia,32,4.8749,6.645,139.8532,0.0996,0.6256,0.4767,3.8734,0.437,5.5116,0.4393,9.0088,10.7318,2.96,13.7703,99.6003,6.0373,1.1753,0.0639,0.0236,7.304,0.0,1.8655,24.0621,Budget-Conscious
male,Ognjen,Branković,Smederevska Palanka,Bor,Serbia,53,18.9074,9.0734,115.2482,0.0461,0.0262,105.033,0.76,6.9793,11.3324,0.5369,3.7219,6.3357,2.6077,12.9826,92.9816,20.1421,1.9562,0.1142,0.109,6.6977,0.0151,3.6338,20.5772,Urban Professional
male,Danilo,Žikić,Golubac,Rasina,Serbia,40,3.2263,32.3603,69.157,0.0,0.2093,16.1782,0.5416,5.4565,2.9938,1.0258,7.2904,6.2871,4.7081,15.968,87.9364,2.0734,1.4935,0.0391,0.0,0.1901,0.0393,1.6246,82.3075,Digital Nomad
female,Dragana,Tomašević,Aleksandrovac,Rasina,Serbia,38,21.9573,33.1819,171.4565,0.0,0.0,13.4223,0.7557,8.1417,4.9604,0.6342,9.7586,0.0,3.6209,17.0592,103.9119,25.9764,1.721,0.0557,0.0,8.4034,0.002,2.8628,41.7503,Social Media Influencer
female,Angelina,Miljković,Ćuprija,Pčinja,Serbia,36,3.1067,8.0554,100.2366,0.1353,0.0107,4.2828,0.7855,6.5057,3.7987,0.7717,2.9885,22.6677,3.5629,11.6791,257.6358,0.6237,1.7844,0.0,0.0358,6.9686,0.0,2.3333,35.3603,Health-Conscious
female,Mirjana,Gojković,Temerin,Pčinja,Serbia,56,5.1896,71.7552,130.704,0.0,0.0169,25.4178,0.7011,6.1414,4.4383,1.1506,7.3037,2.2901,0.5662,18.9942,92.0774,5.3996,2.0586,0.0,0.1167,3.5415,0.0,3.2215,2.9882,Digital Nomad
